population,trajectory_count,asrf_predicted_segment_count,matched_old_segments,matched_novel_segments,unmatched_predictions,auroc,auroc_bootstrap_median,auroc_ci95_low,auroc_ci95_high,auroc_valid_bootstrap_replicates,aupr_ood,aupr_ood_bootstrap_median,aupr_ood_ci95_low,aupr_ood_ci95_high,aupr_ood_valid_bootstrap_replicates,fpr95,fpr95_bootstrap_median,fpr95_ci95_low,fpr95_ci95_high,fpr95_valid_bootstrap_replicates,oscr,oscr_bootstrap_median,oscr_ci95_low,oscr_ci95_high,oscr_valid_bootstrap_replicates,status
Held-out Test,30,313,238,75,0,0.951316526611,0.952147593209,0.911448457602,0.983111331357,1000,0.888739221660,0.889470906508,0.815410388722,0.953215902810,1000,0.340336134454,0.320550518664,0.035273833671,0.515034811636,1000,0.881064425770,0.881473378942,0.832479039224,0.930498306052,1000,RECOMPUTED_FROM_FROZEN_ASRF_SEGMENT_SCORES
